"ItemID","ItemTitle","TotalAttachments","AttachmentName","ServerRelativeUrl","CreatedBy"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","2_41523 CONTRATO Y ENMIENDAS 1 AL 10.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/2_41523 CONTRATO Y ENMIENDAS 1 AL 10.pdf","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","41523 M11 RAMIRO ANTONIO RUA.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/41523 M11 RAMIRO ANTONIO RUA.docx","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","41523 M11 RAMIRO ANTONIO RUA_reviewed  GO 07 Jan 21.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/41523 M11 RAMIRO ANTONIO RUA_reviewed  GO 07 Jan 21.docx","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","Certificado de Titularidad - 41523-RAMIRO ANTONIO RUA.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/Certificado de Titularidad - 41523-RAMIRO ANTONIO RUA.pdf","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","JCD CONTRATOS ARRIENDO ETCR-41523-RAMIRO ANTONIO RUA .docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/JCD CONTRATOS ARRIENDO ETCR-41523-RAMIRO ANTONIO RUA .docx.pdf","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"730","Amendment 11_NIM Prolect_contract 41523 with Ramiro Antonio Rua Ospina ","8","VFM_41513y41523-RAMIRO_RUA_DIC_202.xlsx (1).pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/730/VFM_41513y41523-RAMIRO_RUA_DIC_202.xlsx (1).pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","41546 M11 CLAUDIA ARGOTE.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/41546 M11 CLAUDIA ARGOTE.doc","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","41546 M11 CLAUDIA ARGOTE_reviewed GO 07Jan21.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/41546 M11 CLAUDIA ARGOTE_reviewed GO 07Jan21.doc","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","41546-CLAUDIA ARGOTE-CONTRATO Y ENMIENDAS 1-10.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/41546-CLAUDIA ARGOTE-CONTRATO Y ENMIENDAS 1-10.pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","Certificado de Titularidad - 41546- CLAUDIA ANGELA ARGOTE.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/Certificado de Titularidad - 41546- CLAUDIA ANGELA ARGOTE.pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","JCD CONTRATOS ARRIENDO ETCR-41546- CLAUDIA ANGELA ARGOTE.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/JCD CONTRATOS ARRIENDO ETCR-41546- CLAUDIA ANGELA ARGOTE.docx.pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"731","Amendment 11_NIM Prolect_contract 41546 with Claudia Angela Argote","8","VFM_41546_CLAUDIA_ARGOTE_DIC2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/731/VFM_41546_CLAUDIA_ARGOTE_DIC2020.xlsx.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","41548 GUSTAVO RIOS CONTRATO Y ENMIENDAS.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/41548 GUSTAVO RIOS CONTRATO Y ENMIENDAS.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","41548 M13 GUSTAVO RIOS.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/41548 M13 GUSTAVO RIOS.doc","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","41548 M13 GUSTAVO RIOS_reviewed by GO 07Jan21.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/41548 M13 GUSTAVO RIOS_reviewed by GO 07Jan21.doc","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","Certificado de Titularidad - 41548-GUSTAVO RÍOS.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/Certificado de Titularidad - 41548-GUSTAVO RÍOS.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","JCD CONTRATOS ARRIENDO ETCR-41548-GUSTAVO RÍOS.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/JCD CONTRATOS ARRIENDO ETCR-41548-GUSTAVO RÍOS.docx.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"732","Amendment 13_NIM Prolect_contract 41548 with Gustavo Rios","8","VFM_O_41548_GUSTAVO_RIOS_DIC_2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/732/VFM_O_41548_GUSTAVO_RIOS_DIC_2020.xlsx.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","1-CONTRATO Y ENMIENDAS 1-A-10.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/1-CONTRATO Y ENMIENDAS 1-A-10.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","41548 GUSTAVO RIOS CONTRATO Y ENMIENDAS.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/41548 GUSTAVO RIOS CONTRATO Y ENMIENDAS.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","41548 M13 GUSTAVO RIOS.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/41548 M13 GUSTAVO RIOS.doc","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","41553 M11 JOSE MOISES FLORIDO.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/41553 M11 JOSE MOISES FLORIDO.doc","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","41553 M11 JOSE MOISES FLORIDO_reviewed GO 07Jan21.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/41553 M11 JOSE MOISES FLORIDO_reviewed GO 07Jan21.doc","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","Certificado de Titularidad - 41553-JOSE MOISES FLORIDO.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/Certificado de Titularidad - 41553-JOSE MOISES FLORIDO.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","JCD CONTRATOS ARRIENDO ETCR-41548-GUSTAVO RÍOS.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/JCD CONTRATOS ARRIENDO ETCR-41548-GUSTAVO RÍOS.docx.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","JCD CONTRATOS ARRIENDO ETCR-41553-JOSE MOISES FLORIDO .docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/JCD CONTRATOS ARRIENDO ETCR-41553-JOSE MOISES FLORIDO .docx.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","VFM_41553_MOISES_FLORIDO__DIC_2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/VFM_41553_MOISES_FLORIDO__DIC_2020.xlsx.pdf","Ekaterina Bachinskaya"
"733","Amendment 11_NIM Prolect_contract 41553 with Jose Moises Florido","12","VFM_O_41548_GUSTAVO_RIOS_DIC_2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/733/VFM_O_41548_GUSTAVO_RIOS_DIC_2020.xlsx.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","41576 CONTRATO Y ENMIENDAS 1 A 11.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/41576 CONTRATO Y ENMIENDAS 1 A 11.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","41576 M12 CARMEN TULIA CARDONA.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/41576 M12 CARMEN TULIA CARDONA.doc","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","41576 M12 CARMEN TULIA CARDONA_reviewed GO 07Jan21.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/41576 M12 CARMEN TULIA CARDONA_reviewed GO 07Jan21.doc","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","Certificado de Titularidad - 41576-CARMEN TULIA CARDONA.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/Certificado de Titularidad - 41576-CARMEN TULIA CARDONA.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","JCD CONTRATOS ARRIENDO ETCR-41576-CARMEN TULIA CARDONA.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/JCD CONTRATOS ARRIENDO ETCR-41576-CARMEN TULIA CARDONA.docx.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"734","Amendment 12_NIM Prolect_contract 41576 withCarmen Tulia Cardona","8","VFM_41576_CAMEN_TULIA_CARDONA_DIC2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/734/VFM_41576_CAMEN_TULIA_CARDONA_DIC2020.xlsx.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","43020 M13 JOSE GUILLERMO AVILA.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/43020 M13 JOSE GUILLERMO AVILA.doc","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","43020 M13 JOSE GUILLERMO AVILA_reviewed GO 07Jan21.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/43020 M13 JOSE GUILLERMO AVILA_reviewed GO 07Jan21.doc","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","43020_CONTRATO Y ENMIENDAS 1-a-12.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/43020_CONTRATO Y ENMIENDAS 1-a-12.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","7_CONCEPTO SEGURIDAD.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/7_CONCEPTO SEGURIDAD.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","Certificado de Titularidad - 43020-JOSE GUILLERMO AVILA MORALES.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/Certificado de Titularidad - 43020-JOSE GUILLERMO AVILA MORALES.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","JCD CONTRATOS ARRIENDO ETCR-43020-JOSE GUILLERMO ÁVILA MORALES.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/JCD CONTRATOS ARRIENDO ETCR-43020-JOSE GUILLERMO ÁVILA MORALES.docx.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","Prodoc 109421.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/Prodoc 109421.pdf","Ekaterina Bachinskaya"
"735","Amendment 13_NIM Prolect_contract 43020 with Jose Guillermo Avila Morales","8","VFM_43020_JOSE_AVILA__DIC_2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/735/VFM_43020_JOSE_AVILA__DIC_2020.xlsx.pdf","Ekaterina Bachinskaya"
"736","Ghana_ RCO move to UNDP RFA Residence","5","ANNEX 1A.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/736/ANNEX 1A.pdf","Ekaterina Bachinskaya"
"736","Ghana_ RCO move to UNDP RFA Residence","5","ANNEX 2A.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/736/ANNEX 2A.pdf","Ekaterina Bachinskaya"
"736","Ghana_ RCO move to UNDP RFA Residence","5","ANNEX 2B.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/736/ANNEX 2B.xlsx","Ekaterina Bachinskaya"
"736","Ghana_ RCO move to UNDP RFA Residence","5","ANNEX 2D.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/736/ANNEX 2D.pdf","Ekaterina Bachinskaya"
"736","Ghana_ RCO move to UNDP RFA Residence","5","Business Case  Refurbishment of Ghana RC Residence into RC Office_Final_21.12.20.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/736/Business Case  Refurbishment of Ghana RC Residence into RC Office_Final_21.12.20.docx","Ekaterina Bachinskaya"
"737","Query re MOU for UNDP common premises in Kathmandu","2","Nepal_Memorandum of Understanding_GO_revised_16022021.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/737/Nepal_Memorandum of Understanding_GO_revised_16022021.docx","Tamar Alavidze"
"737","Query re MOU for UNDP common premises in Kathmandu","2","Nepal_Memorandum of Understanding_V1.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/737/Nepal_Memorandum of Understanding_V1.docx","Tamar Alavidze"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","Confirmation of Onwership.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/Confirmation of Onwership.pdf","Nene Mariama Balde"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","Holy Redeemer Credit Union lease agreement 2019.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/Holy Redeemer Credit Union lease agreement 2019.pdf","Nene Mariama Balde"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","HRCU Contract Amendment Letter_2021.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/HRCU Contract Amendment Letter_2021.docx","Nene Mariama Balde"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","Lease agreement 2020.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/Lease agreement 2020.pdf","Nene Mariama Balde"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","Report_22128 final january 2021.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/Report_22128 final january 2021.pdf","Nene Mariama Balde"
"738","Amendment 1_Holy Redeemer Credit Union_Jan-March21","6","SO Clearance.msg","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/738/SO Clearance.msg","Nene Mariama Balde"
"740","Amednment 14_ID 2060_Contract No 41517_Hector Julio Mereno Jimenez","4","41517 M14 HECTOR JULIO MORENO.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/740/41517 M14 HECTOR JULIO MORENO.doc","Nene Mariama Balde"
"740","Amednment 14_ID 2060_Contract No 41517_Hector Julio Mereno Jimenez","4","CONTRATO 41517 Y ENMIENDAS.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/740/CONTRATO 41517 Y ENMIENDAS.pdf","Nene Mariama Balde"
"740","Amednment 14_ID 2060_Contract No 41517_Hector Julio Mereno Jimenez","4","JCD CONTRATOS ARRIENDO ETCR-41517-HECTOR JULIO MORENO .docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/740/JCD CONTRATOS ARRIENDO ETCR-41517-HECTOR JULIO MORENO .docx.pdf","Nene Mariama Balde"
"740","Amednment 14_ID 2060_Contract No 41517_Hector Julio Mereno Jimenez","4","VFM 41517 HECTOR MORENO DIC2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/740/VFM 41517 HECTOR MORENO DIC2020.xlsx.pdf","Nene Mariama Balde"
"741","Amednment 12_ID 2066_Contract No 41778_Onaiber Urrea Pineda","4","41778 CONTRATO Y ENMIENDAS 1 A 11.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/741/41778 CONTRATO Y ENMIENDAS 1 A 11.pdf","Nene Mariama Balde"
"741","Amednment 12_ID 2066_Contract No 41778_Onaiber Urrea Pineda","4","41778 M12 ONAIDER URREA.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/741/41778 M12 ONAIDER URREA.doc","Nene Mariama Balde"
"741","Amednment 12_ID 2066_Contract No 41778_Onaiber Urrea Pineda","4","JCD CONTRATOS ARRIENDO ETCR-41778-ONAIBER URREA PINEDA.docx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/741/JCD CONTRATOS ARRIENDO ETCR-41778-ONAIBER URREA PINEDA.docx.pdf","Nene Mariama Balde"
"741","Amednment 12_ID 2066_Contract No 41778_Onaiber Urrea Pineda","4","VFM  41778 ONAIBER URREADIC 2020.xlsx.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/741/VFM  41778 ONAIBER URREADIC 2020.xlsx.pdf","Nene Mariama Balde"
"742","request re joining UNICEF-led common premises by UNDP project","3","Memorandum of Understanding (MoU) - Common Premises (1).docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/742/Memorandum of Understanding (MoU) - Common Premises (1).docx","Tamar Alavidze"
"742","request re joining UNICEF-led common premises by UNDP project","3","Memorandum of Understanding (MoU) - GO_comments_02022021.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/742/Memorandum of Understanding (MoU) - GO_comments_02022021.docx","Tamar Alavidze"
"742","request re joining UNICEF-led common premises by UNDP project","3","Sharing Office Space UNICEF Papua.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/742/Sharing Office Space UNICEF Papua.eml","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Adhoc SRM-UNDP Erbil Office Complex 2020.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Adhoc SRM-UNDP Erbil Office Complex 2020.pdf","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","AMEND N4  Lease with Empire CO DRAFT.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/AMEND N4  Lease with Empire CO DRAFT.doc","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","AMEND N4  Lease with Empire_GO_revised.doc","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/AMEND N4  Lease with Empire_GO_revised.doc","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Amend N4 (FFS-ICRRP  Share Details).xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Amend N4 (FFS-ICRRP  Share Details).xlsx","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Annex 9-TTCP-PRELIMINARY-SPACE-CALCULATIONS FFS  ICRRP V2 (Jan 2021).xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Annex 9-TTCP-PRELIMINARY-SPACE-CALCULATIONS FFS  ICRRP V2 (Jan 2021).xlsx","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Empire confirmation to renew the lease with UNDP.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Empire confirmation to renew the lease with UNDP.pdf","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Extension of Lease Agreement with Empire (ID 1740) UNDP-Iraq.eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Extension of Lease Agreement with Empire (ID 1740) UNDP-Iraq.eml","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Funds Available (COA).pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Funds Available (COA).pdf","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","LEASE AGREEMENT and AMENDMENTS.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/LEASE AGREEMENT and AMENDMENTS.pdf","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","PE FOR EMPIRE ERBIL 15 Sep 20 to 14 March 21 -js.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/PE FOR EMPIRE ERBIL 15 Sep 20 to 14 March 21 -js.pdf","Tamar Alavidze"
"743","Lease extension for premises with Empire World in Erbil","11","Request to  Renew the Lease Agreement  with Empire.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/743/Request to  Renew the Lease Agreement  with Empire.pdf","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","2021 FSH Master Contract.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/2021 FSH Master Contract.pdf","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","9.FSH - Master Contract - 2020.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/9.FSH - Master Contract - 2020.pdf","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","FSH - UNDP contract - 2020 - April - Signed.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/FSH - UNDP contract - 2020 - April - Signed.pdf","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","FSSS FSH 08 December 2019.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/FSSS FSH 08 December 2019.pdf","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","RE_ Lease Contract with Four Seasons  - Damascus UN-HUB - Syrian Saudi CO. for Touristic Investments .eml","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/RE_ Lease Contract with Four Seasons  - Damascus UN-HUB - Syrian Saudi CO. for Touristic Investments .eml","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","UNDP Lease_Agreement_FSH- 2 months_GO_revised.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/UNDP Lease_Agreement_FSH- 2 months_GO_revised.docx","Tamar Alavidze"
"744","Lease extension with FSH Damascus for UN Hub, Damascus","7","UNDP Lease_Agreement_FSH.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/744/UNDP Lease_Agreement_FSH.docx","Tamar Alavidze"
"746","Amendment 2_Yellow House","10","04a. Cost Benefit Analysis_VILLA JAUNE.xlsx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/746/04a. Cost Benefit Analysis_VILLA JAUNE.xlsx","Nene Mariama Balde"
"746","Amendment 2_Yellow House","10","1 NOTE DE PRESENTATION RENOUVELLEMENT VILLA JAUNE ANNEE 2021.docx","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/746/1 NOTE DE PRESENTATION RENOUVELLEMENT VILLA JAUNE ANNEE 2021.docx","Nene Mariama Balde"
"746","Amendment 2_Yellow House","10","2 - 1 Titre de propriété - Mahri Al Roufaye - Villa Jaune.pdf","/sites/BMS-GenOps-Premises/Lists/Premises Case Management/Attachments/746/2 - 1 Titre de propriété - Mahri Al Roufaye - Villa Jaune.pdf","Nene Mariama Balde"
